,Turbine_exit_pressure_bar,Turbine_exit_temperature_C,Ship_speed_knots,output_power
1355,1.39,587.0,9.0,1219.7966515848211
1356,1.66,641.0,12.0,2386.039620401448
1357,2.5,776.0,18.0,7208.698502927139
1358,3.57,927.0,24.0,16502.78620930718
1359,4.49,1090.0,27.0,27140.00949485198
1360,1.16,526.0,3.0,281.22490237384625
1361,1.2,511.0,6.0,428.68078955783926
1362,1.39,586.0,9.0,1219.7966515848211
1363,1.66,641.0,12.0,2386.039620401448
1364,2.08,708.0,15.0,4342.937684322529
1365,2.5,775.0,18.0,7208.698502927139
1366,3.57,926.0,24.0,16502.78620930718
1367,1.2,507.0,6.0,418.7114688704477
1368,1.39,586.0,9.0,1219.7966515848211
1369,1.66,640.0,12.0,2386.039620401448
1370,2.08,707.0,15.0,4342.937684322529
1371,2.5,774.0,18.0,7208.698502927139
1372,2.96,828.0,21.0,10945.308805106837
1373,3.57,925.0,24.0,16502.78620930718
1374,1.2,507.0,6.0,420.135657540075
1375,1.66,639.0,12.0,2386.039620401448
1376,2.5,773.0,18.0,7208.698502927139
1377,3.57,924.0,24.0,16502.78620930718
1378,4.48,1090.0,27.0,27140.00949485198
1379,1.1,451.0,3.0,42.377990501823916
1380,1.66,638.0,12.0,2386.039620401448
1381,2.08,705.0,15.0,4342.937684322529
1382,2.5,771.0,18.0,7208.698502927139
1383,2.96,826.0,21.0,10945.308805106837
1384,3.56,923.0,24.0,16502.78620930718
1385,1.1,449.0,3.0,63.89999457401639
1386,1.2,500.0,6.0,408.74214818305603
1387,1.66,637.0,12.0,2386.039620401448
1388,2.5,770.0,18.0,7208.698502927139
1389,2.96,825.0,21.0,10945.308805106837
1390,3.56,922.0,24.0,16502.78620930718
1391,1.2,500.0,6.0,408.74214818305603
1392,1.39,582.0,9.0,1219.7966515848211
1393,1.65,636.0,12.0,2386.039620401448
1394,2.08,703.0,15.0,4342.937684322529
1395,2.5,769.0,18.0,7208.698502927139
1396,2.96,824.0,21.0,10945.308805106837
1397,4.48,1080.0,27.0,27140.00949485198
1398,1.39,582.0,9.0,1219.7966515848211
1399,2.07,702.0,15.0,4342.937684322529
1400,3.56,920.0,24.0,16502.78620930718
1401,4.48,1080.0,27.0,27140.00949485198
1402,1.28,596.0,6.0,754.9247146576274
1403,1.39,601.0,9.0,1219.7966515848211
1404,1.66,657.0,12.0,2386.039620401448
1405,2.08,726.0,15.0,4342.937684322529
1406,2.97,848.0,21.0,10945.308805106837
1407,1.28,601.0,6.0,787.4401986222816
1408,1.39,600.0,9.0,1219.7966515848211
1409,2.08,725.0,15.0,4342.937684322529
1410,1.28,645.0,3.0,820.3431456808789
1411,1.28,594.0,6.0,753.510997963512
1412,1.66,655.0,12.0,2386.039620401448
1413,2.97,846.0,21.0,10945.308805106837
1414,4.51,1100.0,27.0,27140.00949485198
1415,1.21,580.0,3.0,473.28093326330224
1416,1.39,599.0,9.0,1219.7966515848211
1417,2.5,792.0,18.0,7208.698502927139
1418,4.51,1100.0,27.0,27140.00949485198
1419,1.13,509.0,3.0,175.55219748259762
1420,2.08,722.0,15.0,4342.937684322529
1421,2.5,791.0,18.0,7208.698502927139
1422,2.97,844.0,21.0,10945.308805106837
1423,3.58,941.0,24.0,16502.78620930718
1424,4.51,1100.0,27.0,27140.00949485198
1425,1.1,466.0,3.0,50.09583645414284
1426,1.39,597.0,9.0,1219.7966515848211
1427,1.66,652.0,12.0,2386.039620401448
1428,2.08,721.0,15.0,4342.937684322529
1429,2.5,789.0,18.0,7208.698502927139
1430,2.97,843.0,21.0,10945.308805106837
1431,4.5,1100.0,27.0,27140.00949485198
1432,1.11,465.0,3.0,94.68760257919635
1433,1.39,596.0,9.0,1219.7966515848211
1434,1.66,651.0,12.0,2386.039620401448
1435,1.13,474.0,3.0,144.36874880306536
1436,1.66,651.0,12.0,2386.039620401448
1437,2.97,841.0,21.0,10945.308805106837
1438,3.58,938.0,24.0,16502.78620930718
1439,1.24,560.0,6.0,600.5887395622726
1440,1.39,595.0,9.0,1219.7966515848211
1441,2.08,718.0,15.0,4342.937684322529
1442,2.97,840.0,21.0,10945.308805106837
1443,1.18,509.0,3.0,323.3641318339974
1444,1.24,559.0,6.0,597.7822501250658
1445,2.08,717.0,15.0,4342.937684322529
1446,2.5,785.0,18.0,7208.698502927139
1447,2.97,839.0,21.0,10945.308805106837
1448,3.58,936.0,24.0,16502.78620930718
1449,4.5,1100.0,27.0,27140.00949485198
1450,1.2,522.0,3.0,392.76191355179594
1451,1.39,593.0,9.0,1219.7966515848211
1452,2.08,716.0,15.0,4342.937684322529
1453,2.5,784.0,18.0,7208.698502927139
1454,3.58,935.0,24.0,16502.78620930718
1455,4.5,1100.0,27.0,27140.00949485198
1456,1.23,545.0,6.0,542.8672105403161
1457,1.39,592.0,9.0,1219.7966515848211
1458,2.08,715.0,15.0,4342.937684322529
1459,4.5,1090.0,27.0,27140.00949485198
1460,1.23,553.0,3.0,551.6846139213917
1461,1.23,541.0,6.0,531.557476987393
1462,1.39,592.0,9.0,1219.7966515848211
1463,2.08,714.0,15.0,4342.937684322529
1464,2.96,835.0,21.0,10945.308805106837
1465,3.57,933.0,24.0,16502.78620930718
1466,1.22,535.0,6.0,506.1105764933157
1467,2.08,713.0,15.0,4342.937684322529
1468,2.5,781.0,18.0,7208.698502927139
1469,2.96,834.0,21.0,10945.308805106837
1470,4.49,1090.0,27.0,27140.00949485198
1471,1.21,527.0,6.0,476.4225259168921
1472,1.39,590.0,9.0,1219.7966515848211
1473,1.66,644.0,12.0,2386.039620401448
1474,2.08,712.0,15.0,4342.937684322529
1475,2.5,780.0,18.0,7208.698502927139
1476,2.96,833.0,21.0,10945.308805106837
1477,4.49,1090.0,27.0,27140.00949485198
1478,1.33,644.0,3.0,998.5866408700516
1479,1.21,520.0,6.0,450.9756254228148
1480,1.39,589.0,9.0,1219.7966515848211
1481,2.08,711.0,15.0,4342.937684322529
1482,2.5,778.0,18.0,7208.698502927139
1483,2.96,832.0,21.0,10945.308805106837
1484,1.33,662.0,3.0,1051.0512381850012
1485,1.21,522.0,6.0,462.28535897573806
1486,1.39,588.0,9.0,1219.7966515848211
1487,1.66,643.0,12.0,2386.039620401448
1488,4.49,1090.0,27.0,27140.00949485198
1489,1.2,514.0,6.0,431.1835917051991
1490,1.39,588.0,9.0,1219.7966515848211
1491,2.08,710.0,15.0,4342.937684322529
1492,2.5,776.0,18.0,7208.698502927139
1493,2.96,830.0,21.0,10945.308805106837
1494,3.57,928.0,24.0,16502.78620930718
1495,4.49,1090.0,27.0,27140.00949485198
1496,1.27,620.0,3.0,747.8247152605143
1497,1.2,510.0,6.0,427.2566008882119
1498,1.39,587.0,9.0,1219.7966515848211
1499,1.66,641.0,12.0,2386.039620401448
1500,2.96,829.0,21.0,10945.308805106837
1501,3.57,927.0,24.0,16502.78620930718
1502,4.49,1090.0,27.0,27140.00949485198
1503,1.2,508.0,6.0,420.135657540075
1504,1.66,640.0,12.0,2386.039620401448
1505,2.08,708.0,15.0,4342.937684322529
1506,2.5,774.0,18.0,7208.698502927139
1507,2.96,828.0,21.0,10945.308805106837
1508,4.49,1090.0,27.0,27140.00949485198
1509,1.2,506.0,6.0,415.8630915311929
1510,1.39,585.0,9.0,1219.7966515848211
1511,1.66,639.0,12.0,2386.039620401448
1512,2.08,707.0,15.0,4342.937684322529
1513,3.57,925.0,24.0,16502.78620930718
1514,1.12,487.0,3.0,138.23007675795088
1515,1.2,501.0,6.0,405.89377084380135
1516,1.66,638.0,12.0,2386.039620401448
1517,2.08,706.0,15.0,4342.937684322529
1518,2.5,772.0,18.0,7208.698502927139
1519,2.96,826.0,21.0,10945.308805106837
1520,3.57,924.0,24.0,16502.78620930718
1521,4.49,1090.0,27.0,27140.00949485198
1522,1.2,503.0,6.0,414.4389028615655
1523,1.66,637.0,12.0,2386.039620401448
1524,2.5,771.0,18.0,7208.698502927139
1525,2.96,825.0,21.0,10945.308805106837
1526,3.57,923.0,24.0,16502.78620930718
1527,1.1,448.0,3.0,44.20220863600839
1528,1.2,499.0,6.0,408.74214818305603
1529,1.39,583.0,9.0,1219.7966515848211
1530,2.5,770.0,18.0,7208.698502927139
1531,2.96,824.0,21.0,10945.308805106837
1532,3.56,922.0,24.0,16502.78620930718
1533,4.48,1080.0,27.0,27140.00949485198
1534,1.11,454.0,3.0,96.40919535336356
1535,1.39,582.0,9.0,1219.7966515848211
1536,1.66,636.0,12.0,2386.039620401448
1537,2.08,703.0,15.0,4342.937684322529
1538,2.96,823.0,21.0,10945.308805106837
1539,1.2,497.0,6.0,417.4862477355475
1540,1.39,581.0,9.0,1219.7966515848211
1541,4.48,1080.0,27.0,27140.00949485198
1542,2.08,726.0,15.0,4342.937684322529
1543,2.51,795.0,18.0,7208.698502927139
1544,2.97,847.0,21.0,10945.308805106837
1545,2.51,793.0,18.0,7208.698502927139
1546,3.58,944.0,24.0,16502.78620930718
1547,1.31,665.0,3.0,949.9966744945295
1548,1.26,578.0,6.0,666.5412413366344
1549,1.39,599.0,9.0,1219.7966515848211
1550,1.66,654.0,12.0,2386.039620401448
1551,2.08,724.0,15.0,4342.937684322529
1552,2.51,792.0,18.0,7208.698502927139
1553,4.51,1100.0,27.0,27140.00949485198
1554,1.26,580.0,6.0,683.3801779598757
1555,1.39,598.0,9.0,1219.7966515848211
1556,2.08,723.0,15.0,4342.937684322529
1557,3.58,942.0,24.0,16502.78620930718
1558,4.51,1100.0,27.0,27140.00949485198
1559,1.19,563.0,3.0,397.8303496995874
1560,1.25,573.0,6.0,648.2990599947898
1561,1.39,598.0,9.0,1219.7966515848211
1562,1.66,653.0,12.0,2386.039620401448
1563,2.5,790.0,18.0,7208.698502927139
1564,3.58,941.0,24.0,16502.78620930718
1565,2.08,721.0,15.0,4342.937684322529
1566,2.5,789.0,18.0,7208.698502927139
1567,4.51,1100.0,27.0,27140.00949485198
1568,1.24,560.0,6.0,594.975760687859
1569,1.39,596.0,9.0,1219.7966515848211
1570,1.66,651.0,12.0,2386.039620401448
1571,2.08,720.0,15.0,4342.937684322529
1572,2.5,788.0,18.0,7208.698502927139
1573,2.97,841.0,21.0,10945.308805106837
1574,3.58,938.0,24.0,16502.78620930718
1575,4.5,1100.0,27.0,27140.00949485198
1576,1.13,472.0,3.0,136.27600612741804
1577,1.24,557.0,6.0,582.3465582204279
1578,1.39,595.0,9.0,1219.7966515848211
1579,2.97,840.0,21.0,10945.308805106837
1580,3.58,937.0,24.0,16502.78620930718
1581,4.5,1100.0,27.0,27140.00949485198
1582,1.14,483.0,3.0,196.50662048204157
1583,1.39,594.0,9.0,1219.7966515848211
1584,1.66,649.0,12.0,2386.039620401448
1585,2.5,786.0,18.0,7208.698502927139
1586,1.16,491.0,3.0,238.97048118306358
1587,2.08,717.0,15.0,4342.937684322529
1588,2.5,784.0,18.0,7208.698502927139
1589,2.97,838.0,21.0,10945.308805106837
1590,4.5,1090.0,27.0,27140.00949485198
1591,1.22,540.0,6.0,518.8340267403544
1592,1.39,593.0,9.0,1219.7966515848211
1593,2.08,716.0,15.0,4342.937684322529
1594,2.5,783.0,18.0,7208.698502927139
1595,2.97,837.0,21.0,10945.308805106837
1596,1.22,537.0,6.0,511.7654432697773
1597,2.5,782.0,18.0,7208.698502927139
1598,2.96,836.0,21.0,10945.308805106837
1599,3.58,933.0,24.0,16502.78620930718
1600,1.24,558.0,3.0,581.425024375375
1601,1.39,591.0,9.0,1219.7966515848211
1602,2.08,714.0,15.0,4342.937684322529
1603,2.5,781.0,18.0,7208.698502927139
1604,4.5,1090.0,27.0,27140.00949485198
1605,1.21,526.0,6.0,467.9402257521997
1606,1.66,645.0,12.0,2386.039620401448
1607,2.5,780.0,18.0,7208.698502927139
1608,2.96,834.0,21.0,10945.308805106837
1609,1.28,594.0,3.0,766.3286959901584
1610,1.21,518.0,6.0,441.079608564007
1611,2.08,712.0,15.0,4342.937684322529
1612,2.5,779.0,18.0,7208.698502927139
1613,1.32,633.0,3.0,962.1546380639221
1614,1.21,521.0,6.0,458.04420889339184
1615,1.39,589.0,9.0,1219.7966515848211
1616,2.5,778.0,18.0,7208.698502927139
1617,2.96,832.0,21.0,10945.308805106837
1618,3.57,929.0,24.0,16502.78620930718
1619,4.49,1090.0,27.0,27140.00949485198
1620,1.2,510.0,6.0,421.55984620970236
1621,2.08,710.0,15.0,4342.937684322529
1622,2.96,831.0,21.0,10945.308805106837
1623,3.57,928.0,24.0,16502.78620930718
1624,4.49,1090.0,27.0,27140.00949485198
1625,1.2,510.0,6.0,425.8324122185846
1626,1.39,587.0,9.0,1219.7966515848211
1627,1.66,641.0,12.0,2386.039620401448
1628,2.5,776.0,18.0,7208.698502927139
1629,2.96,830.0,21.0,10945.308805106837
1630,4.49,1090.0,27.0,27140.00949485198
1631,1.28,627.0,3.0,793.440640590638
1632,1.2,506.0,6.0,413.0147141919382
1633,1.39,586.0,9.0,1219.7966515848211
1634,1.66,640.0,12.0,2386.039620401448
1635,3.57,926.0,24.0,16502.78620930718
1636,1.22,581.0,3.0,544.6160304508145
1637,1.39,585.0,9.0,1219.7966515848211
1638,1.66,640.0,12.0,2386.039620401448
1639,2.08,707.0,15.0,4342.937684322529
1640,2.96,828.0,21.0,10945.308805106837
1641,4.49,1090.0,27.0,27140.00949485198
1642,1.18,545.0,3.0,374.50926023443924
1643,1.39,585.0,9.0,1219.7966515848211
1644,2.08,706.0,15.0,4342.937684322529
1645,2.5,773.0,18.0,7208.698502927139
1646,2.96,827.0,21.0,10945.308805106837
1647,3.57,924.0,24.0,16502.78620930718
1648,4.49,1090.0,27.0,27140.00949485198
1649,1.13,494.0,3.0,163.11149057438203
1650,1.2,502.0,6.0,410.16633685268346
1651,1.66,638.0,12.0,2386.039620401448
1652,2.08,705.0,15.0,4342.937684322529
1653,2.5,771.0,18.0,7208.698502927139
1654,1.1,456.0,3.0,50.4183732999114
1655,2.96,825.0,21.0,10945.308805106837
1656,3.57,922.0,24.0,16502.78620930718
1657,1.39,582.0,9.0,1219.7966515848211
1658,1.66,636.0,12.0,2386.039620401448
1659,2.96,824.0,21.0,10945.308805106837
1660,4.48,1080.0,27.0,27140.00949485198
1661,1.11,451.0,3.0,81.89084850357395
1662,1.39,582.0,9.0,1219.7966515848211
1663,1.66,635.0,12.0,2386.039620401448
1664,3.56,920.0,24.0,16502.78620930718
1665,4.48,1080.0,27.0,27140.00949485198
1666,1.11,452.0,3.0,89.29662958563628
1667,1.2,497.0,6.0,418.9209083806869
1668,1.39,581.0,9.0,1219.7966515848211
1669,1.66,634.0,12.0,2386.039620401448
1670,2.5,767.0,18.0,7208.698502927139
1671,2.96,822.0,21.0,10945.308805106837
1672,3.56,919.0,24.0,16502.78620930718
1673,4.48,1080.0,27.0,27140.00949485198
1674,1.27,587.0,6.0,708.6385828947376
1675,1.66,656.0,12.0,2386.039620401448
1676,4.51,1100.0,27.0,27140.00949485198
1677,1.3,620.0,3.0,841.527952141586
1678,1.27,586.0,6.0,704.4288487389274
1679,1.39,600.0,9.0,1219.7966515848211
1680,2.51,793.0,18.0,7208.698502927139
1681,3.58,943.0,24.0,16502.78620930718
1682,4.51,1100.0,27.0,27140.00949485198
1683,1.33,672.0,3.0,1036.8093514887275
1684,1.26,580.0,6.0,680.5736885226688
1685,1.66,654.0,12.0,2386.039620401448
1686,2.08,723.0,15.0,4342.937684322529
1687,2.51,792.0,18.0,7208.698502927139
1688,2.97,844.0,21.0,10945.308805106837
1689,3.58,942.0,24.0,16502.78620930718
1690,1.3,656.0,3.0,895.5528738078185
1691,1.66,653.0,12.0,2386.039620401448
1692,2.08,722.0,15.0,4342.937684322529
1693,2.51,791.0,18.0,7208.698502927139
1694,2.97,843.0,21.0,10945.308805106837
1695,3.58,941.0,24.0,16502.78620930718
1696,4.51,1100.0,27.0,27140.00949485198
1697,1.22,591.0,3.0,536.3850576984094
1698,1.39,597.0,9.0,1219.7966515848211
1699,1.66,652.0,12.0,2386.039620401448
1700,2.08,721.0,15.0,4342.937684322529
1701,2.51,790.0,18.0,7208.698502927139
1702,2.97,842.0,21.0,10945.308805106837
1703,3.58,940.0,24.0,16502.78620930718
1704,4.51,1100.0,27.0,27140.00949485198
1705,1.15,529.0,3.0,256.5319841166305
1706,1.25,564.0,6.0,614.6211867483071
1707,1.66,651.0,12.0,2386.039620401448
1708,3.58,939.0,24.0,16502.78620930718
1709,4.51,1100.0,27.0,27140.00949485198
1710,1.1,458.0,3.0,47.35950925286613
1711,2.08,719.0,15.0,4342.937684322529
1712,2.5,787.0,18.0,7208.698502927139
1713,2.97,840.0,21.0,10945.308805106837
1714,3.58,938.0,24.0,16502.78620930718
1715,4.51,1100.0,27.0,27140.00949485198
1716,1.23,552.0,6.0,559.8946427227729
1717,1.39,595.0,9.0,1219.7966515848211
1718,1.66,650.0,12.0,2386.039620401448
1719,2.97,839.0,21.0,10945.308805106837
1720,3.58,937.0,24.0,16502.78620930718
1721,1.13,477.0,3.0,164.74511875424875
1722,1.22,538.0,6.0,507.5242931874311
1723,1.39,594.0,9.0,1219.7966515848211
1724,1.66,649.0,12.0,2386.039620401448
1725,2.5,785.0,18.0,7208.698502927139
1726,3.58,936.0,24.0,16502.78620930718
1727,4.5,1090.0,27.0,27140.00949485198
1728,1.22,536.0,6.0,503.2831431050849
1729,1.39,593.0,9.0,1219.7966515848211
1730,1.66,648.0,12.0,2386.039620401448
1731,2.08,716.0,15.0,4342.937684322529
1732,2.5,784.0,18.0,7208.698502927139
1733,3.58,935.0,24.0,16502.78620930718
1734,1.22,532.0,6.0,486.3185427757
1735,2.5,783.0,18.0,7208.698502927139
1736,3.58,934.0,24.0,16502.78620930718
1737,4.5,1090.0,27.0,27140.00949485198
1738,1.21,529.0,3.0,437.18403367355563
1739,1.66,646.0,12.0,2386.039620401448
1740,4.5,1090.0,27.0,27140.00949485198
1741,1.21,528.0,6.0,476.4225259168921
1742,1.66,645.0,12.0,2386.039620401448
1743,2.5,781.0,18.0,7208.698502927139
1744,2.96,834.0,21.0,10945.308805106837
1745,3.57,932.0,24.0,16502.78620930718
1746,4.5,1090.0,27.0,27140.00949485198
1747,1.25,568.0,3.0,633.4707426698459
1748,1.21,521.0,6.0,449.5619087286994
1749,1.39,590.0,9.0,1219.7966515848211
1750,1.66,644.0,12.0,2386.039620401448
1751,2.08,712.0,15.0,4342.937684322529
1752,3.57,930.0,24.0,16502.78620930718
1753,1.39,589.0,9.0,1219.7966515848211
1754,1.66,643.0,12.0,2386.039620401448
1755,1.39,588.0,9.0,1219.7966515848211
1756,1.66,643.0,12.0,2386.039620401448
1757,2.96,831.0,21.0,10945.308805106837
1758,3.57,928.0,24.0,16502.78620930718
1759,4.49,1090.0,27.0,27140.00949485198
1760,1.2,511.0,6.0,424.40822354895715
1761,1.39,587.0,9.0,1219.7966515848211
1762,2.08,709.0,15.0,4342.937684322529
1763,2.5,776.0,18.0,7208.698502927139
1764,4.49,1090.0,27.0,27140.00949485198
1765,1.33,660.0,3.0,1046.778672176119
1766,1.2,507.0,6.0,415.8630915311929
1767,1.39,587.0,9.0,1219.7966515848211
1768,2.08,708.0,15.0,4342.937684322529
1769,2.96,829.0,21.0,10945.308805106837
1770,3.57,926.0,24.0,16502.78620930718
1771,4.49,1090.0,27.0,27140.00949485198
1772,1.3,641.0,3.0,885.8034646061781
1773,1.2,505.0,6.0,413.0147141919382
1774,1.39,586.0,9.0,1219.7966515848211
1775,1.66,640.0,12.0,2386.039620401448
1776,2.5,774.0,18.0,7208.698502927139
1777,1.39,585.0,9.0,1219.7966515848211
1778,4.49,1090.0,27.0,27140.00949485198
1779,1.2,500.0,6.0,411.7476051549902
1780,1.66,638.0,12.0,2386.039620401448
1781,2.08,706.0,15.0,4342.937684322529
1782,2.96,826.0,21.0,10945.308805106837
1783,3.57,923.0,24.0,16502.78620930718
1784,4.49,1080.0,27.0,27140.00949485198
1785,1.2,500.0,6.0,407.31795951342866
1786,1.39,583.0,9.0,1219.7966515848211
1787,2.96,825.0,21.0,10945.308805106837
1788,3.57,922.0,24.0,16502.78620930718
1789,1.39,583.0,9.0,1219.7966515848211
1790,1.66,637.0,12.0,2386.039620401448
1791,2.08,704.0,15.0,4342.937684322529
1792,3.57,921.0,24.0,16502.78620930718
1793,1.66,636.0,12.0,2386.039620401448
1794,2.08,703.0,15.0,4342.937684322529
1795,2.96,823.0,21.0,10945.308805106837
1796,4.49,1080.0,27.0,27140.00949485198
1797,1.2,498.0,6.0,426.0942116063836
1798,1.39,581.0,9.0,1219.7966515848211
1799,1.66,635.0,12.0,2386.039620401448
1800,2.96,822.0,21.0,10945.308805106837
1801,3.57,919.0,24.0,16502.78620930718
1802,4.48,1080.0,27.0,27140.00949485198
1803,1.12,455.0,3.0,106.59528593385286
1804,1.2,497.0,6.0,428.9635328966623
1805,1.39,580.0,9.0,1219.7966515848211
1806,2.08,701.0,15.0,4342.937684322529
1807,2.5,767.0,18.0,7208.698502927139
1808,3.56,918.0,24.0,16502.78620930718
1809,4.48,1080.0,27.0,27140.00949485198
1810,1.17,507.0,3.0,291.74923776337215
1811,1.39,600.0,9.0,1219.7966515848211
1812,1.66,655.0,12.0,2386.039620401448
1813,2.08,724.0,15.0,4342.937684322529
1814,2.51,793.0,18.0,7208.698502927139
1815,2.97,846.0,21.0,10945.308805106837
1816,3.59,943.0,24.0,16502.78620930718
1817,4.51,1100.0,27.0,27140.00949485198
1818,1.26,579.0,6.0,673.5574649296516
1819,1.39,599.0,9.0,1219.7966515848211
1820,1.66,654.0,12.0,2386.039620401448
1821,2.08,723.0,15.0,4342.937684322529
1822,2.51,792.0,18.0,7208.698502927139
1823,2.97,845.0,21.0,10945.308805106837
1824,1.25,572.0,6.0,639.879591683169
1825,1.39,598.0,9.0,1219.7966515848211
1826,1.66,654.0,12.0,2386.039620401448
1827,3.58,941.0,24.0,16502.78620930718
1828,1.39,597.0,9.0,1219.7966515848211
1829,2.51,790.0,18.0,7208.698502927139
1830,2.97,843.0,21.0,10945.308805106837
1831,3.58,940.0,24.0,16502.78620930718
1832,4.51,1100.0,27.0,27140.00949485198
1833,1.24,557.0,6.0,578.1368240646176
1834,1.66,652.0,12.0,2386.039620401448
1835,2.51,789.0,18.0,7208.698502927139
1836,2.97,842.0,21.0,10945.308805106837
1837,3.58,939.0,24.0,16502.78620930718
1838,1.23,550.0,6.0,547.265440255342
1839,1.66,651.0,12.0,2386.039620401448
1840,2.08,720.0,15.0,4342.937684322529
1841,2.51,788.0,18.0,7208.698502927139
1842,3.58,938.0,24.0,16502.78620930718
1843,4.51,1100.0,27.0,27140.00949485198
1844,1.66,650.0,12.0,2386.039620401448
1845,2.08,719.0,15.0,4342.937684322529
1846,2.51,787.0,18.0,7208.698502927139
1847,2.97,840.0,21.0,10945.308805106837
1848,3.58,937.0,24.0,16502.78620930718
1849,4.51,1100.0,27.0,27140.00949485198
1850,1.1,457.0,3.0,56.548667764616276
1851,1.39,594.0,9.0,1219.7966515848211
1852,2.5,786.0,18.0,7208.698502927139
1853,2.97,839.0,21.0,10945.308805106837
1854,1.12,466.0,3.0,112.47739457892416
1855,1.22,537.0,6.0,504.6968597992003
1856,1.39,593.0,9.0,1219.7966515848211
1857,2.08,717.0,15.0,4342.937684322529
1858,2.5,785.0,18.0,7208.698502927139
1859,3.58,935.0,24.0,16502.78620930718
1860,4.5,1090.0,27.0,27140.00949485198
1861,1.14,482.0,3.0,195.0510158858783
1862,1.39,593.0,9.0,1219.7966515848211
1863,1.66,647.0,12.0,2386.039620401448
1864,2.08,716.0,15.0,4342.937684322529
1865,2.5,783.0,18.0,7208.698502927139
1866,2.97,837.0,21.0,10945.308805106837
1867,3.58,934.0,24.0,16502.78620930718
1868,4.5,1090.0,27.0,27140.00949485198
1869,1.16,493.0,3.0,255.09732347149122
1870,1.39,592.0,9.0,1219.7966515848211
1871,1.66,646.0,12.0,2386.039620401448
1872,2.08,715.0,15.0,4342.937684322529
1873,2.5,782.0,18.0,7208.698502927139
1874,2.97,835.0,21.0,10945.308805106837
1875,3.58,933.0,24.0,16502.78620930718
1876,4.5,1090.0,27.0,27140.00949485198
1877,1.2,523.0,3.0,406.0508504764808
1878,1.21,524.0,6.0,456.63049219927643
1879,1.39,591.0,9.0,1219.7966515848211
1880,1.66,646.0,12.0,2386.039620401448
1881,2.5,781.0,18.0,7208.698502927139
1882,2.97,834.0,21.0,10945.308805106837
1883,3.58,932.0,24.0,16502.78620930718
1884,4.5,1090.0,27.0,27140.00949485198
1885,1.2,526.0,3.0,422.29288449554
1886,1.21,520.0,6.0,446.7344753404686
1887,1.39,590.0,9.0,1219.7966515848211
1888,1.66,645.0,12.0,2386.039620401448
1889,2.08,713.0,15.0,4342.937684322529
1890,2.5,780.0,18.0,7208.698502927139
1891,2.97,833.0,21.0,10945.308805106837
1892,3.58,931.0,24.0,16502.78620930718
1893,4.5,1090.0,27.0,27140.00949485198
1894,1.21,518.0,6.0,442.4933252581224
1895,1.66,644.0,12.0,2386.039620401448
1896,2.08,712.0,15.0,4342.937684322529
1897,2.5,779.0,18.0,7208.698502927139
1898,2.96,832.0,21.0,10945.308805106837
1899,4.5,1090.0,27.0,27140.00949485198
1900,1.2,509.0,6.0,415.8630915311929
1901,1.66,643.0,12.0,2386.039620401448
1902,2.08,711.0,15.0,4342.937684322529
1903,2.5,778.0,18.0,7208.698502927139
1904,2.96,831.0,21.0,10945.308805106837
1905,3.57,929.0,24.0,16502.78620930718
1906,4.5,1090.0,27.0,27140.00949485198
1907,1.66,642.0,12.0,2386.039620401448
1908,2.08,710.0,15.0,4342.937684322529
1909,2.96,830.0,21.0,10945.308805106837
1910,3.57,928.0,24.0,16502.78620930718
1911,4.5,1090.0,27.0,27140.00949485198
1912,1.33,641.0,3.0,997.1415082494003
1913,1.39,587.0,9.0,1219.7966515848211
1914,2.08,709.0,15.0,4342.937684322529
1915,2.5,776.0,18.0,7208.698502927139
1916,3.57,927.0,24.0,16502.78620930718
1917,4.49,1090.0,27.0,27140.00949485198
1918,1.33,657.0,3.0,1053.0409135322745
1919,1.39,586.0,9.0,1219.7966515848211
1920,1.66,640.0,12.0,2386.039620401448
1921,2.5,775.0,18.0,7208.698502927139
1922,2.96,828.0,21.0,10945.308805106837
1923,3.57,926.0,24.0,16502.78620930718
1924,1.2,501.0,6.0,408.87828386471153
1925,1.66,640.0,12.0,2386.039620401448
1926,2.5,774.0,18.0,7208.698502927139
1927,2.96,827.0,21.0,10945.308805106837
1928,3.57,925.0,24.0,16502.78620930718
1929,1.26,610.0,3.0,704.9733914655495
1930,1.39,585.0,9.0,1219.7966515848211
1931,1.66,639.0,12.0,2386.039620401448
1932,2.5,773.0,18.0,7208.698502927139
1933,2.96,826.0,21.0,10945.308805106837
1934,4.49,1080.0,27.0,27140.00949485198
1935,1.22,575.0,3.0,519.9231121935987
1936,1.2,499.0,6.0,410.31294450985087
1937,2.08,705.0,15.0,4342.937684322529
1938,2.5,771.0,18.0,7208.698502927139
1939,3.57,923.0,24.0,16502.78620930718
1940,1.16,528.0,3.0,305.91782063106206
1941,1.39,583.0,9.0,1219.7966515848211
1942,1.66,637.0,12.0,2386.039620401448
1943,2.08,704.0,15.0,4342.937684322529
1944,2.5,770.0,18.0,7208.698502927139
1945,2.96,824.0,21.0,10945.308805106837
1946,3.57,922.0,24.0,16502.78620930718
1947,4.49,1080.0,27.0,27140.00949485198
1948,1.13,493.0,3.0,167.25839287712054
1949,1.2,499.0,6.0,424.6595509612443
1950,1.39,582.0,9.0,1219.7966515848211
1951,1.66,636.0,12.0,2386.039620401448
1952,2.08,703.0,15.0,4342.937684322529
1953,2.96,823.0,21.0,10945.308805106837
1954,3.57,921.0,24.0,16502.78620930718
1955,4.49,1080.0,27.0,27140.00949485198
